timestamp,value,nominal,returns,volatility
2026-05-19,72.3497,1,-0.0106362175652113,0.0034691854847488613
2026-05-20,71.2926,1,-0.0146109797276284,0.004865554080430546
2026-05-21,70.9509,1,-0.0047929238097641,0.004835922099444631
2026-05-22,70.7902,1,-0.0022649466039191,0.005092440243983344
2026-05-23,71.209,1,0.0059160731287664,0.00676601913390143
2026-05-26,71.546,1,0.0047325478520974,0.007574050291779438
2026-05-27,71.668,1,0.0017051966566963,0.0077260593116140735
2026-05-28,70.9012,1,-0.0106993358263102,0.007736690207346265
2026-05-29,71.3715,1,0.0066331740506506,0.006411779001339798
2026-05-30,71.0224,1,-0.0048913081552158,0.006424580697749798
2026-06-02,71.5532,1,0.0074736984388024,0.006851773183530425
2026-06-03,72.5597,1,0.0140664568460948,0.008263810347741764
2026-06-04,73.3436,1,0.0108035176551168,0.008811025139406266
2026-06-05,74.2956,1,0.0129800009816807,0.009419738068492405
2026-06-06,73.4689,1,-0.0111271730761981,0.009540669195380835
2026-06-09,73.2644,1,-0.0027834907015078,0.009949193279497372
